REF_AREA,ACTIVITY,TIME_PERIOD,B1G,SAL,Produtividade_Trabalho,Prod_Projetada_Contrafactual,Choque_Estrutural_Percentual
AUS,BTE,2022,537289.0,274.604,1956.5956795968011,1795.4673534636968,8.974171867968872
AUS,BTE,2023,495087.0,276.449,1790.8800538254795,1913.4172267132672,-6.404101059457545
AUS,BTE,2024,465035.0,1399.885,332.1951446011637,2031.3670999628084,-83.6467202502568
AUS,BTNXL,2015,83.69364532152146,6824.498,0.0122637072091634,0.012411425922723263,-1.1901832591967865
AUS,BTNXL,2016,87.94193525151815,6896.628000000001,0.0127514395805483,0.012598947071142896,1.2103591557637294
AUS,BTNXL,2017,89.63060005438092,6984.112,0.0128334998142041,0.012786468219562586,0.3678231849007174
AUS,BTNXL,2018,93.90850187345283,7216.335000000001,0.0130133235047226,0.01297398936798222,0.3031768843394511
AUS,BTNXL,2019,96.14847219650238,7356.215999999999,0.0130703709891746,0.013161510516401909,-0.6924701166612368
AUS,BTNXL,2020,100.0,7127.918,0.014029342088391,0.013349031664821598,5.096327888428109
AUS,BTNXL,2021,109.17145753647158,7347.202,0.0148589160249672,0.013536552813241232,9.768832803817329
AUS,BTNXL,2022,117.77449105172462,7730.188,0.0152356567591531,0.01372407396166092,11.014096847006826
AUS,BTNXL,2023,118.55298213290956,7996.782,0.0148250861575205,0.01391159511008061,6.566400475370049
AUS,BTNXL,2024,119.64291457407346,8083.877,0.0148001898809288,0.014099116258500244,4.9724650082652255
AUS,C,2015,98806.0,223.871,441.3523859722787,433.1468000004752,1.89441223432667
AUS,C,2016,99477.0,225.887,440.3839087685436,444.06025251148094,-0.8278929992371453
AUS,C,2017,103175.0,231.511,445.6591695427,454.97370502248305,-2.047268968944649
AUS,C,2018,106591.0,230.356,462.7229158346212,465.8871575334888,-0.6791862895770384
AUS,C,2019,109491.0,225.871,484.7501449942666,476.80061004449453,1.6672661029167202
AUS,C,2020,113547.0,226.918,500.38780528649113,487.7140625555003,2.5986010459865705
AUS,C,2021,123593.0,238.408,518.4096171269421,498.627515066506,3.9673105600274594
AUS,C,2022,135792.0,243.25,558.24049331963,509.54096757751176,9.557528999807063
AUS,C,2023,144087.0,243.021,592.8993790660066,520.4544200885175,13.919558789637687
AUS,C,2024,147758.0,911.244,162.1497644977635,531.3678725995233,-69.48446211011874
AUS,C10,2015,19758.0,324.645,60.8603243542947,60.799396959493606,0.10021052485384985
AUS,C10,2016,20030.0,346.57,57.79496205672736,57.9168168463284,-0.21039621345966264
AUS,C10,2017,20324.0,368.889,55.09516412796261,55.03423673316229,0.11070816716463039
AUS,C10T12,2015,25443.0,379.931,66.96742303207688,66.75937711762163,0.3116354936755883
AUS,C10T12,2016,25230.0,404.573,62.362045910132416,62.778137739043814,-0.6627973429874756
AUS,C10T12,2017,25312.0,428.981,59.004944274921264,58.796898360466,0.35383824701058497
AUS,C13,2015,1307.53719687629,20.734,63.06246729412028,62.86761555248722,0.30993976774955634
AUS,C13,2016,1286.87069314957,21.523,59.79048892578032,60.18019240904687,-0.6475610456970871
AUS,C13,2017,1340.54493696625,23.238,57.687621007240296,57.49276926560742,0.33891521337698904
AUS,C13T15,2015,2434.0,45.41,53.6005285179476,55.0322532992941,-2.6016103203334806
