TIME_PERIOD,ACTIVITY,B1G,SAL,Produtividade_Trabalho,REF_AREA,Prod_Projetada_Contrafactual,Choque_Estrutural_Percentual
2022,C10_11,341162.3485658914,3515.160581882298,97.0545557219482,BLOCO_OCDE,88.88434688848497,9.191954623589282
2023,C10_11,346363.1317631083,2955.783132222708,117.18151037104269,BLOCO_OCDE,89.18845021429502,31.386418408984728
2015,C11,47847.28302351423,347.72507101649853,137.60090086010513,BLOCO_OCDE,136.8852960096683,0.5227770047604441
2016,C11,49318.71387631229,367.1305008013804,134.33564841019293,BLOCO_OCDE,133.68023476990584,0.49028462690479113
2017,C11,50461.6412149828,390.7017820432292,129.15641426329475,BLOCO_OCDE,130.47517353014246,-1.0107357830361874
2018,C11,50071.64125231789,400.32022210902903,125.07897050147182,BLOCO_OCDE,127.27011229037907,-1.7216467790237777
2019,C11,53271.67477204355,422.1078792542312,126.20393361564942,BLOCO_OCDE,124.0650510506157,1.7240008744776159
2020,C11,50030.05464952111,416.6631037331279,120.07315790928607,BLOCO_OCDE,120.85998981085231,-0.6510276087211775
2021,C11,54756.47609003145,435.41206644715294,125.75782875479263,BLOCO_OCDE,117.65492857108893,6.887004464762225
2022,C11,49746.57674886178,428.2150179316993,116.17195723106657,BLOCO_OCDE,114.44986733132555,1.5046674495093004
2023,C11,51269.859263433,420.5296616666285,121.91734361909711,BLOCO_OCDE,111.24480609156217,9.59374006077256
2015,C12,39513.24643384412,25.840125940876366,1529.1429509381112,BLOCO_OCDE,1503.4847146156098,1.706584448320192
2016,C12,39987.92402606436,25.71201533143459,1555.223249154513,BLOCO_OCDE,1551.9571711971948,0.2104489748772309
2017,C12,40163.015252114696,25.47100212376665,1576.8133133104773,BLOCO_OCDE,1600.4296277787653,-1.4756234237593535
2018,C12,39027.6433506924,24.6432760358848,1583.70353413489,BLOCO_OCDE,1648.9020843603503,-3.9540583303193655
2019,C12,43969.65987025218,25.02164305575963,1757.2650913558207,BLOCO_OCDE,1697.3745409419353,3.528422806474407
2020,C12,50776.06145229252,23.730126659823092,2139.7298961012393,BLOCO_OCDE,1745.8469975235057,22.561135032821245
2021,C12,47973.034064114894,21.72591519867204,2208.1018739798433,BLOCO_OCDE,1794.3194541050907,23.06068849268119
2022,C12,40251.340073395724,19.03941811770476,2114.105579516949,BLOCO_OCDE,1842.7919106866757,14.722968299181115
2023,C12,47601.36882047746,18.21686777729752,2613.0380591442786,BLOCO_OCDE,1891.2643672682461,38.16355367169355
2015,C13,31284.437579838428,450.7107661397884,69.41133855705485,BLOCO_OCDE,70.59789831237259,-1.68072957365899
2016,C13,31910.07652484827,440.2046431955722,72.48918660467514,BLOCO_OCDE,70.73082332167155,2.485992952474003
2017,C13,30966.71667172023,435.9652145055761,71.03024654579215,BLOCO_OCDE,70.86374833097051,0.23495541619391602
2018,C13,30532.19387970603,435.3357038858643,70.1348260828864,BLOCO_OCDE,70.99667334026947,-1.213926254336506
2019,C13,30051.72087619456,421.7599287038709,71.253143864444,BLOCO_OCDE,71.12959834956843,0.17369072473656377
2020,C13,27809.59811994493,395.4742166174217,70.31962376158569,BLOCO_OCDE,71.26252335886738,-1.3231352930535345
2021,C13,30304.4639677671,398.9765927278828,75.95549343025218,BLOCO_OCDE,71.39544836816634,6.387024896280447
2022,C13,19542.89779963077,293.2506655440212,66.64229649189694,BLOCO_OCDE,71.5283733774653,-6.830963231589015
2023,C13,14091.91286085171,245.0757849061652,57.50022535375019,BLOCO_OCDE,71.66129838676426,-19.761117021052467
2015,C13T15,64581.663,1442.8263000000002,44.760525227465,BLOCO_OCDE,45.309184502960534,-1.2109228658919724
2016,C13T15,65576.882,1406.5571,46.622267947742756,BLOCO_OCDE,45.99375498035124,1.3665180580711755
2017,C13T15,65646.238,1386.5718000000002,47.3442760050363,BLOCO_OCDE,46.678325457742176,1.4266804577148129
2018,C13T15,65853.086,1421.0823,46.340093040353814,BLOCO_OCDE,47.36289593513288,-2.1595024429669096
2019,C13T15,66114.47899999999,1368.1368,48.324465068113064,BLOCO_OCDE,48.04746641252359,0.5765104307711599
2020,C13T15,56878.018462855805,1153.2468,49.31990139739023,BLOCO_OCDE,48.7320368899143,1.2063204105420944
2021,C13T15,64632.704731047605,1203.0765999999999,53.72285084012739,BLOCO_OCDE,49.416607367305005,8.714162509811384
2022,C13T15,62959.144199912196,1250.6808,50.339898237753545,BLOCO_OCDE,50.10117784469571,0.47647660858956
2023,C13T15,51137.4683709057,1133.1151,45.12998579835861,BLOCO_OCDE,50.78574832208642,-11.136515086592025
2015,C13_14,51085.24734068085,849.0239826968791,60.16938082056446,BLOCO_OCDE,60.47510281708969,-0.5055336531628596
2016,C13_14,51366.69360070417,832.2225827638131,61.722302019389176,BLOCO_OCDE,60.906727303254684,1.3390552279615164
2017,C13_14,51343.90027858754,818.802596478783,62.70607897360029,BLOCO_OCDE,61.338351789419676,2.2298075254388205
2018,C13_14,46786.26226299615,809.301285050172,57.8106857449209,BLOCO_OCDE,61.76997627558467,-6.409732963146242
2019,C13_14,50890.77755695672,791.6639086822629,64.28331138862352,BLOCO_OCDE,62.20160076174966,3.3467155207908883
2020,C13_14,44244.70412834491,737.17582694748,60.01920099788774,BLOCO_OCDE,62.63322524791465,-4.173542460379598
2021,C13_14,49193.624577149494,727.3906094324609,67.63027174014842,BLOCO_OCDE,63.064849734079644,7.2392497965497515
2022,C13_14,27344.11618974216,461.114219013582,59.300093257234266,BLOCO_OCDE,63.496474220244636,-6.608840907378188
2023,C13_14,19146.78716792724,374.32824036634565,51.14972663881507,BLOCO_OCDE,63.92809870640963,-19.988662772968347
2015,C14,19800.80976084242,398.3132165570906,49.7116563994415,BLOCO_OCDE,49.05784407037072,1.3327375906142969
2016,C14,19456.617075855902,392.01793956824076,49.63195586733851,BLOCO_OCDE,50.801057420808775,-2.3013331076675247
2017,C14,20377.18360686731,382.8373819732069,53.22673429078412,BLOCO_OCDE,52.54427077124683,1.2988352669474068
2018,C14,20178.627423723134,374.9655811643077,53.814612426736254,BLOCO_OCDE,54.287484121684884,-0.8710510398468485
2019,C14,20839.056680762173,369.9039799783921,56.33639487193267,BLOCO_OCDE,56.03069747212294,0.5455891388141731
2020,C14,16435.10600839993,341.7016103300581,48.097830128821606,BLOCO_OCDE,57.77391082256099,-16.748183662790627
2021,C14,18889.16060938235,328.4140167045785,57.516304568613776,BLOCO_OCDE,59.51712417299905,-3.36175450710533
2022,C14,7801.21839011138,167.8635534695608,46.47356873406113,BLOCO_OCDE,61.2603375234371,-24.137589486376598
2023,C14,5054.87430707553,129.25245546018078,39.108535997080544,BLOCO_OCDE,63.003550873875156,-37.92645739067834
2015,C15,13496.414659319174,201.2760173031211,67.05426130820948,BLOCO_OCDE,67.89154010447555,-1.2332593942892212
2016,C15,14210.98739929585,203.2774172361874,69.90932683281855,BLOCO_OCDE,68.969171882718,1.3631524410634865
2017,C15,14302.438721412433,204.59740352121742,69.90527971157377,BLOCO_OCDE,70.04680366096045,-0.2020419804901863
2018,C15,15142.46369657086,210.4987149498273,71.93613367274043,BLOCO_OCDE,71.1244354392029,1.1412368035333964
2019,C15,15224.101443043288,213.1360913177364,71.42901677946082,BLOCO_OCDE,72.20206721744535,-1.0706763224055393
2020,C15,12632.914334510859,200.9241730525195,62.8740392088549,BLOCO_OCDE,73.2796989956878,-14.199921573702456
2021,C15,15439.180153898184,202.20939056753872,76.35243897706836,BLOCO_OCDE,74.35733077393024,2.6831358554328277
2022,C15,7346.6280101699995,72.3857809864186,101.4926952511352,BLOCO_OCDE,75.43496255217315,34.54330965026957
2023,C15,4436.081202978439,49.671759633654105,89.30791330317321,BLOCO_OCDE,76.5125943304156,16.723153991487607
2015,C16,47368.513,984.7,48.10451203412207,BLOCO_OCDE,48.276162955502514,-0.3555604067760343
2016,C16,50198.418999999994,1012.6,49.57378925538218,BLOCO_OCDE,49.63418306476069,-0.12167785515823093
2017,C16,52881.312999999995,1027.7,51.45598229055171,BLOCO_OCDE,50.99220317401887,0.9095098616353603
2018,C16,54246.113000000005,1037.4,52.29045016387121,BLOCO_OCDE,52.350223283277046,-0.11417930174316693
2019,C16,54992.469,1027.2,53.53628212616822,BLOCO_OCDE,53.70824339253522,-0.3201766721547705
2020,C16,61708.8779141487,978.0,63.097012182156135,BLOCO_OCDE,55.0662635017934,14.58379081795007
2021,C16,80420.7903175102,1022.1,78.68191988798571,BLOCO_OCDE,56.42428361105158,39.44690982762362
2022,C16,83317.8613954427,1003.1,83.06037423531322,BLOCO_OCDE,57.782303720309756,43.74707979342565
2023,C16,74262.31653861821,938.0,79.1709131541772,BLOCO_OCDE,59.14032382956748,33.86959696455929
2015,C16T18,183547.581,3288.5034,55.81492815242338,BLOCO_OCDE,55.61290371786936,0.363268991633503
2016,C16T18,187174.239,3284.1518,56.99317522411723,BLOCO_OCDE,56.21068926548355,1.392058999557877
2017,C16T18,185953.468,3278.1956,56.72433579009135,BLOCO_OCDE,56.80847481309752,-0.1481099840877409
2018,C16T18,180082.5686429224,3309.1866,54.41898279260601,BLOCO_OCDE,57.40626036071171,-5.203748771188321
2019,C16T18,194571.913,3237.9569,60.09095210624947,BLOCO_OCDE,58.00404590832591,3.597863158066361
2020,C16T18,195489.173133754,2975.8258,65.6924115429586,BLOCO_OCDE,58.60183145593987,12.099587864160544
2021,C16T18,213794.46840327,3022.3964,70.73674002631488,BLOCO_OCDE,59.19961700355407,19.488509565979406
2022,C16T18,233920.178007569,3098.9103999999998,75.4846535761631,BLOCO_OCDE,59.797402551168034,26.234000735352403
2023,C16T18,221182.60613985598,2872.0596,77.0118440926003,BLOCO_OCDE,60.39518809878223,27.51321175892343
2015,C17,80857.898,1001.9,80.70455933725921,BLOCO_OCDE,79.84648344431855,1.0746570868572336
2016,C17,80201.73300000001,990.9,80.93827126854376,BLOCO_OCDE,80.24310876175616,0.8663205071622437
2017,C17,77353.811,986.1,78.44418517391745,BLOCO_OCDE,80.63973407919377,-2.72266387079122
2018,C17,82091.2,1027.3,79.9096661150589,BLOCO_OCDE,81.03635939663138,-1.390355255297071
2019,C17,83934.166,1008.8,83.20198850118953,BLOCO_OCDE,81.43298471406888,2.172343054024184
2020,C17,84603.7767918325,943.1,89.70817176527675,BLOCO_OCDE,81.82961003150649,9.628008407637289
2021,C17,81855.6844895736,951.5,86.02804465535849,BLOCO_OCDE,82.2262353489441,4.623596459549217
2022,C17,84442.7482451999,925.9,91.2007217250242,BLOCO_OCDE,82.6228606663816,10.38194633961984
2023,C17,82757.7902584037,843.0,98.1705697015465,BLOCO_OCDE,83.01948598381921,18.25003315568623
2015,C18,55344.971000000005,1118.2,49.49469772849222,BLOCO_OCDE,49.75819107667485,-0.5295476834690338
2016,C18,56774.787,1102.4,51.501076741654565,BLOCO_OCDE,50.66901573083578,1.6421495440899436
2017,C18,55718.844,1089.5,51.14166498393758,BLOCO_OCDE,51.57984038499694,-0.8495090286995355
2018,C18,55595.89000000001,1070.7,51.92480620155039,BLOCO_OCDE,52.4906650391581,-1.0780180384180382
2019,C18,55645.878,1033.6,53.83695626934985,BLOCO_OCDE,53.40148969331926,0.8154577307326827
2020,C18,49177.5184277728,906.8,54.23193474611028,BLOCO_OCDE,54.312314347480196,-0.14799516893290177
2021,C18,51518.2935961862,892.3,57.73651641397087,BLOCO_OCDE,55.22313900164136,4.551312108959982
2022,C18,49019.2683669264,860.6,56.95941014051406,BLOCO_OCDE,56.13396365580252,1.4704938524793043
2023,C18,47535.2993428341,787.0,60.40063448898869,BLOCO_OCDE,57.04478830996368,5.882826947819297
