REF_AREA,ACTIVITY,TIME_PERIOD,B1G,SAL,Produtividade_Trabalho
CAN,T,2015,3278.0,234.807,13.960401521249366
CAN,T,2016,3322.0,222.825,14.908560529563559
CAN,T,2017,3369.0,222.182,15.163244547263055
CAN,T,2018,3467.0,210.574,16.46452078604196
CAN,T,2019,3541.0,202.185,17.513663229220764
CAN,T,2020,2932.0,148.199,19.78420907023664
CAN,T,2021,2617.0,127.133,20.584741963140964
CAN,T,2022,2721.0,132.053,20.60536299819012
CAN,T,2023,3028.30766729274,148.173,20.437648338717175
CAN,T,2024,3145.29958091517,157.853,19.925497652342177
CAN,U,2015,0.0,0.0,
CAN,U,2016,0.0,0.0,
CAN,U,2017,0.0,0.0,
CAN,U,2018,0.0,0.0,
CAN,U,2019,0.0,0.0,
CAN,U,2020,0.0,0.0,
CAN,U,2021,0.0,0.0,
CAN,U,2022,0.0,0.0,
CAN,U,2023,0.0,0.0,
CAN,U,2024,0.0,0.0,
CAN,_T,2015,1856816.0,28763.995,64.55348083602435
CAN,_T,2016,1886105.0,28958.707,65.1308430310787
CAN,_T,2017,1991536.0,29507.244,67.49312135013355
CAN,_T,2018,2083380.0,30269.204,68.82837090793666
CAN,_T,2019,2161925.0,30783.596,70.22977432526076
CAN,_T,2020,2083991.0,27499.731,75.78223219710767
CAN,_T,2021,2366372.0,30280.038,78.14957167491005
CAN,_T,2022,2674953.0,31798.976,84.12072766116745
CAN,_T,2023,2766632.0,33013.465,83.80313911308613
CAN,_T,2024,2903021.0,33730.594,86.06492373066422
CHE,A,2015,4184.701,111.439,37.5514945396136
CHE,A,2016,4460.313,113.577,39.27126971129719
CHE,A,2017,4321.847,104.249,41.456963615957946
CHE,A,2018,4567.55,99.72,45.80375050140393
CHE,A,2019,4643.549,77.605,59.83569357644481
CHE,A,2020,4914.498,77.817,63.15455491730599
CHE,A,2021,4675.798,81.389,57.449999385666366
CHE,A,2022,4876.102,82.66,58.98986208565207
CHE,A,2023,5021.995,87.745,57.23397344578038
CHE,B,2015,826.321506759713,8.304,99.50885197010031
CHE,B,2016,776.9895223314975,8.494,91.47510269972892
CHE,B,2017,872.417261829493,8.148,107.07133797612825
CHE,B,2018,930.182900898056,7.875,118.11846360610235
CHE,B,2019,922.362093629862,8.031,114.8502171124221
CHE,B,2020,909.354312561442,7.456,121.96275651306894
CHE,B,2021,1000.17281723851,7.69,130.06148468641223
CHE,B,2022,917.081743043793,7.936,115.55969544402635
CHE,BTE,2015,127976.477,1214.888,105.34014411204984
CHE,BTE,2016,129538.159,1206.641,107.35434897372126
CHE,BTE,2017,131974.129,1206.606,109.37632416878417
CHE,BTE,2018,138944.412,1180.8,117.66972560975611
CHE,BTE,2019,142591.203,1199.406,118.88485050099801
CHE,BTE,2020,138119.151,1134.987,121.69227577055949
CHE,BTE,2021,154730.948,1161.578,133.20754008770828
CHE,BTE,2022,156776.791,1157.26,135.47240118901544
CHE,BTE,2023,159396.232,1175.025,135.653481415289
CHE,BTNXL,2015,102.54781471786144,3001.726009,0.034162949719726214
CHE,BTNXL,2016,458740.8296259505,3011.838002,152.31258431606392
CHE,BTNXL,2017,100.88452582748842,3033.972323,0.033251630234956635
CHE,BTNXL,2018,102.08072992086343,3059.534496,0.03336479129564402
CHE,BTNXL,2019,101.44498528667,3101.072098,0.03271287544462309
CHE,BTNXL,2020,100.0,3069.3202810000003,0.03258050344860703
CHE,BTNXL,2021,101.3931883132892,3053.588877,0.03320459708148498
CHE,BTNXL,2022,105.6557158859258,3097.666281,0.03410816605196659
CHE,BTNXL,2023,106.49182268873352,3173.377465,0.03355788079522822
CHE,C,2015,114353.729,1130.502,101.15305324537242
CHE,C,2016,104.13481316945482,1120.438,0.09294116512422357
CHE,C,2017,119736.258,1121.203,106.79266644844868
CHE,C,2018,125349.399,1097.127,114.25240560117471
CHE,C,2019,128490.016,1112.023,115.5461856454408
CHE,C,2020,123909.992,1051.375,117.8551820235406
CHE,C,2021,143331.643,1074.556,133.3868528024598
CHE,C,2022,143084.141,1068.61,133.89743779302086
CHE,C,2023,143346.3,1084.846,132.13516019785297
CHE,D,2015,10514.0980395871,48.329,217.55256760096628
CHE,D,2016,91.93748955876282,48.594,1.891951466410726
CHE,D,2017,9028.13566718164,48.191,187.34069986473904
CHE,D,2018,10230.795492825,46.577,219.65338026976835
CHE,D,2019,11327.3579108073,46.991,241.0537743569471
CHE,D,2020,11440.1363733309,46.286,247.1619144737264
CHE,D,2021,8368.05336519756,48.942,170.97898257524335
CHE,D,2022,10778.4441664759,49.141,219.33709461500376
CHE,D_E,2015,12796.4268012613,76.082,168.19256593230068
CHE,D_E,2016,96.17243044638552,77.709,1.237597066573827
CHE,D_E,2017,11365.4537199686,77.255,147.11609242079606
CHE,D_E,2018,12664.829413369,75.799,167.08438651392495
CHE,D_E,2019,13178.8247543058,79.352,166.08056198086751
CHE,D_E,2020,13299.8047905146,76.156,174.63896200581175
CHE,D_E,2021,10399.1325896793,79.332,131.08370631875286
CHE,D_E,2022,12775.5684266554,80.713,158.2839000737849
CHE,E,2015,2282.3287616742,27.753,82.23719099463841
CHE,E,2016,2336.64173136752,29.115,80.25559784878998
CHE,E,2017,2337.31805278697,29.064,80.41969628361443
CHE,E,2018,2434.033920544,29.222,83.29456986325371
CHE,E,2019,1851.46684349845,32.361,57.21290576615217
CHE,E,2020,1859.66841718374,29.87,62.25873509152126
CHE,E,2021,2031.07922448177,30.39,66.83380139788648
CHE,E,2022,1997.12426017951,31.572,63.256184599629734
CHE,F,2015,33688.588,569.499,59.154779903037586
CHE,F,2016,33755.363,557.561,60.54111209356464
CHE,F,2017,33810.148,567.244,59.60424085578693
CHE,F,2018,34348.829,576.007,59.6326589781027
CHE,F,2019,34629.494,575.895,60.131610797107115
CHE,F,2020,34837.065,573.333,60.76235800137094
CHE,F,2021,36271.41,582.359,62.283591392938035
CHE,F,2022,37382.772,578.107,64.66410543376918
CHE,F,2023,38866.398,575.01,67.59256012938906
CHE,G,2015,100053.766922823,919.785,108.779515781213
CHE,G,2016,100513.896639924,569.278528,176.5636532841864
CHE,G,2017,102359.54022625,921.219,111.11314489415653
CHE,G,2018,104797.358150695,893.927,117.23256837604748
CHE,G,2019,100888.464865267,899.415,112.17120557836705
CHE,G,2020,97384.4002871708,843.599,115.43920783117429
CHE,G,2021,108545.845556488,862.762,125.81203803191147
CHE,G,2022,122521.670371216,845.543,144.90294446434538
CHE,GTI,2015,138110.089,1633.308,84.55850886666813
CHE,GTI,2016,142410.50444777106,1640.04,86.83355555216401
CHE,GTI,2017,141398.782,1638.632,86.29074862446235
CHE,GTI,2018,145188.056,1636.379,88.7252011911666
CHE,GTI,2019,142360.159,1641.806,86.70948881902004
CHE,GTI,2020,128543.985,1449.905,88.65683268903825
CHE,GTI,2021,140338.025,1467.287,95.64456374247165
CHE,GTI,2022,162009.461,1550.988,104.45565084965196
CHE,GTI,2023,161019.545,1593.13,101.07119004726545
CHE,GTN,2015,345475.755,3229.018,106.99096598408556
CHE,GTN,2016,347955.62,3293.943,105.63498518341088
CHE,GTN,2017,351365.294,3281.669,107.0690840544857
CHE,GTN,2018,365114.917,3307.959,110.37468027868545
CHE,GTN,2019,366097.413,3347.979,109.34877817333981
CHE,GTN,2020,351314.218,3146.99,111.63499661581385
CHE,GTN,2021,371939.242,3223.721,115.37575429139186
CHE,GTN,2022,406485.244,3328.414,122.12580646518131
CHE,GTN,2023,412542.604,3390.083,121.69100402556515
CHE,GTNXL,2015,102.03695386864104,2010.12499,0.05076149710901362
CHE,GTNXL,2016,305714.336,3233.8,94.53718102541902
CHE,GTNXL,2017,101.47653484338716,2049.854288,0.0495042674191226
CHE,GTNXL,2018,103.91595741403988,2070.717803,0.05018354372744043
CHE,GTNXL,2019,103.12894219502805,2100.647418,0.04909388472874511
CHE,GTNXL,2020,100.0,2074.663341,0.04820059140380791
CHE,GTNXL,2021,104.21108356127264,2074.331596,0.05023839185703299
CHE,GTNXL,2022,112.24782677905964,2117.074059,0.05302026459673305
CHE,GTNXL,2023,111.08413583677552,2178.185991,0.05099846215876958
CHE,GTU,2015,100.132577022626,3372.423425,0.02969157914167495
CHE,GTU,2016,490944.9537975226,3449.152837,142.33783685403054
CHE,GTU,2017,100.10226731961444,3498.952367,0.02860921122096957
CHE,GTU,2018,101.59327814830608,3549.1176319999995,0.028624939684249413
CHE,GTU,2019,101.59109586375128,3607.66143,0.028159819826482795
CHE,GTU,2020,100.0,3599.55665,0.027781199109618127
CHE,GTU,2021,102.84911004191255,3636.778468,0.028280279084052406
CHE,GTU,2022,108.01564066053017,3700.167108,0.02919209795335821
CHE,GTU,2023,107.90824424261328,3786.690791,0.0284967139379544
CHE,H,2015,25678.432,381.058,67.38720089855087
CHE,H,2016,26191.252,375.248,69.7971794653136
CHE,H,2017,26487.891,378.541,69.97363825847134
CHE,H,2018,27379.868,391.716,69.89724187932073
CHE,H,2019,28162.947,395.29,71.24629259530977
CHE,H,2020,23102.023,369.556,62.512915498598325
CHE,H,2021,23146.726,371.872,62.243798941571285
CHE,H,2022,28697.307,384.663,74.60376225423292
CHE,I,2015,12377.8897461993,332.465,37.230655095120696
CHE,I,2016,12300.1538558899,216.377131,56.84590510579373
CHE,I,2017,12551.350276704,338.872,37.038617167260796
CHE,I,2018,13010.8304787219,350.736,37.0957942119483
CHE,I,2019,13308.746891369,347.101,38.342577207697474
CHE,I,2020,8057.56169268394,236.75,34.03405150024896
CHE,I,2021,7857.08400070144,232.653,33.77168573240595
CHE,I,2022,11899.3351360643,320.781,37.094887590176164
CHE,J,2015,29063.5,251.145,115.72398415258117
CHE,J,2016,29255.68155541684,251.285,116.4243052924641
CHE,J,2017,29961.325,252.595,118.61408578950494
CHE,J,2018,30768.649,259.567,118.53836966948803
CHE,J,2019,31249.413,268.604,116.34008801060298
CHE,J,2020,31972.564,275.84,115.90981728538283
CHE,J,2021,33241.418,293.269,113.34787515898373
CHE,J,2022,34372.467,294.497,116.715847699637
CHE,J,2023,35845.028,293.64,122.07133905462472
CHE,K,2015,66065.079,394.162,167.6089501271051
CHE,K,2016,66486.507,397.443,167.28564095983575
CHE,K,2017,65484.273,395.407,165.61232603368177
CHE,K,2018,69539.92,375.766,185.06176716360713
CHE,K,2019,69455.06,381.004,182.29483155032491
CHE,K,2020,67144.624,383.912,174.89587197065995
CHE,K,2021,66975.268,388.309,172.47930900391182
CHE,K,2022,72140.939,386.866,186.47526275247762
CHE,K,2023,73913.909,395.937,186.68098460108553
CHE,L,2015,44265.275,52.711,839.7730075316348
CHE,L,2016,45444.413,60.143,755.6060223134862
CHE,L,2017,46089.337,61.423,750.3595884277876
CHE,L,2018,46068.26,63.033,730.8593911125919
CHE,L,2019,48886.746,58.533,835.1997334836758
CHE,L,2020,49105.105,63.343,775.2254392750581
CHE,L,2021,50729.86,67.583,750.630483997455
CHE,L,2022,52406.453,65.973,794.3621329938005
CHE,L,2023,53627.018,63.026,850.8713546790212
CHE,LTN,2015,112237.087,950.403,118.09420530027788
CHE,LTN,2016,113013.257,1005.175,112.43142437883951
CHE,LTN,2017,114520.914,995.035,115.09234750536415
CHE,LTN,2018,119618.292,1036.247,115.43415035218436
CHE,LTN,2019,123032.781,1056.565,116.44601231348757
CHE,LTN,2020,123653.045,1037.333,119.20284518086284
CHE,LTN,2021,131384.531,1074.856,122.23454211540894
CHE,LTN,2022,137962.377,1096.063,125.87084592765197
CHE,LTN,2023,141764.122,1107.376,128.0180552946786
CHE,M,2015,47590.6392207567,556.583,85.50501761777974
CHE,M,2016,47759.4656214989,583.543,81.84395258189868
CHE,M,2017,47852.7360279178,583.07,82.07031064523608
CHE,M,2018,51792.0215478405,615.183,84.1896176387197
CHE,M,2019,51809.3218250943,632.069,81.96782602072606
CHE,M,2020,54606.8709978827,619.251,88.1821280835763
CHE,M,2021,58263.4338596158,656.93,88.69047517941912
CHE,M,2022,61084.789316616,680.603,89.75098451904562
CHE,M_N,2015,67971.812,897.692,75.71841121453684
CHE,M_N,2016,67568.844,945.032,71.4990010920265
CHE,M_N,2017,68431.577,933.612,73.29766219800089
CHE,M_N,2018,73550.032,973.214,75.57436699430959
CHE,M_N,2019,74146.035,998.032,74.29224213251679
CHE,M_N,2020,74547.94,973.99,76.53871189642604
CHE,M_N,2021,80654.671,1007.273,80.07230512482714
CHE,M_N,2022,85555.924,1030.09,83.05674649787883
CHE,M_N,2023,88137.104,1044.35,84.39422032843397
CHE,N,2015,20381.1728656094,341.109,59.74973649364103
CHE,N,2016,19809.3780782719,361.49,54.79924224258458
CHE,N,2017,20578.8407578074,350.542,58.705777789273185
CHE,N,2018,21758.0108139087,358.03,60.771473937683155
CHE,N,2019,22336.7134592597,365.962,61.035608777030674
CHE,N,2020,19941.0688889216,354.739,56.213353730268175
CHE,N,2021,22391.2371364863,350.342,63.912511592918634
CHE,N,2022,24471.1348064876,349.487,70.02015756376517
CHE,O,2015,68042.03832967,293.056,232.18101089781476
CHE,O,2016,68180.8587813402,295.746,230.5385661389848
CHE,O,2017,69620.39350396,298.513,233.22399193321567
CHE,O,2018,70336.66767001,289.443,243.00697432658592
CHE,O,2019,71907.9899187,290.883,247.2058866234878
CHE,O,2020,73779.22824454,304.438,242.34566067488294
CHE,O,2021,75843.39630075,319.216,237.5927155930467
CHE,O,2022,78411.29809605,308.682,254.0196645611017
CHE,OTQ,2015,121032.036,1531.357,79.03580680403067
CHE,OTQ,2016,125310.26316789095,1583.986,79.1107138370484
CHE,OTQ,2017,126215.726,1596.091,79.07802625288909
CHE,OTQ,2018,127809.443,1605.903,79.58727457386902
CHE,OTQ,2019,132128.317,1635.896,80.76816435763644
CHE,OTQ,2020,134053.885,1679.774,79.80471480091965
CHE,OTQ,2021,138851.946,1741.414,79.73517268151055
CHE,OTQ,2022,144133.59,1740.605,82.80660460012467
CHE,OTQ,2023,150238.513,1767.553,84.99802438738753
CHE,OTU,2015,135700.682,1828.594,74.2103944341937
CHE,OTU,2016,141843.293,1364.812251,103.92879525815452
CHE,OTU,2017,142133.703,1909.566,74.43246423532887
CHE,OTU,2018,146191.257,1931.964,75.66976248004622
CHE,OTU,2019,149065.052,1972.284,75.57991242640512
CHE,OTU,2020,148513.436,1974.732,75.2068817439531
CHE,OTU,2021,156555.728,2058.681,76.04661819873988
CHE,OTU,2022,164453.108,2089.526,78.70354712025599
CHE,OTU,2023,167384.415,2130.392,78.56977260522947
CHE,P,2015,4111.04776059939,434.426,9.463171542677902
CHE,P,2016,4436.231695658752,443.986,9.991827885696289
CHE,P,2017,4253.72166079836,446.007,9.537342823763662
CHE,P,2018,4275.41494645822,444.863,9.610632816076455
CHE,P,2019,4294.37555200093,452.489,9.490563421433295
CHE,P,2020,3942.54412810291,479.165,8.22794679933407
CHE,P,2021,4249.02733707461,483.364,8.790533298041662
CHE,P,2022,4510.73241054747,484.966,9.301131235071056
CHE,Q,2015,48878.9502439202,803.874,60.804243256928565
CHE,Q,2016,51263.1592558181,844.254,60.720066775896946
CHE,Q,2017,52341.6107861317,851.572,61.464692106048226
CHE,Q,2018,53197.3605995023,871.596,61.034424893531295
CHE,Q,2019,55925.9519254006,892.523,62.66051622804186
CHE,Q,2020,56332.1130792138,896.171,62.85866545471098
CHE,Q,2021,58759.52230093,938.834,62.587765569770596
CHE,Q,2022,61211.5591694806,946.957,64.6402731797543
CHE,R,2015,3828.27886166034,88.984,43.02210354288794
CHE,R,2016,6599.65029324911,97.057,67.99767449281464
CHE,R,2017,4733.22466438792,97.42,48.585759232066515
CHE,R,2018,6861.70543963868,103.26,66.45075963237149
CHE,R,2019,4996.97642368617,103.351,48.34957014142263
CHE,R,2020,3500.6463759256,93.817,37.31356125143204
CHE,R,2021,5734.86923564145,98.061,58.48267135396794
CHE,R,2022,7761.59967443697,107.37,72.2883456685943
CHE,RTU,2015,14668.646,297.237,49.350000168215935
CHE,RTU,2016,17619.843,308.644,57.087916823265644
CHE,RTU,2017,15917.977,313.475,50.77909562166042
CHE,RTU,2018,18381.814,326.061,56.37538374721294
CHE,RTU,2019,16936.735,336.388,50.34880851873432
CHE,RTU,2020,14459.551,294.958,49.022406579919846
CHE,RTU,2021,17703.782,317.267,55.80089325394699
CHE,RTU,2022,20319.518,348.921,58.23529681503836
CHE,RTU,2023,17145.902,362.839,47.25484856920011
CHE,S,2015,8675.17447911975,163.216,53.15149543623021
CHE,S,2016,8605.0634752476,164.219,52.39992616717676
CHE,S,2017,8897.16596254114,162.757,54.66533520856946
CHE,S,2018,9172.95629396374,172.665,53.125742298460835
CHE,S,2019,9505.62782080071,181.78,52.29193432061123
CHE,S,2020,8849.7099697953,161.625,54.75458604668399
CHE,S,2021,9744.58391211645,163.788,59.49510288981152
CHE,S,2022,10053.5015735048,174.407,57.6439109296347
CHE,T,2015,2165.19284159434,45.037,48.07586743331794
CHE,T,2016,96.74583589130802,47.368,2.0424302459742445
CHE,T,2017,2287.58641515909,53.298,42.92068023488855
CHE,T,2018,2347.15209677548,50.136,46.815703222743736
CHE,T,2019,2434.13109420945,51.257,47.488754593703305
CHE,T,2020,2109.19452801569,39.515,53.37706005354144
CHE,T,2021,2224.32857237454,55.419,40.13656999178152
CHE,T,2022,2504.41627963678,67.144,37.29918205106606
CHE,U,2015,0.0,0.0,
CHE,U,2016,0.0,0.0,
CHE,U,2017,0.0,0.0,
CHE,U,2018,0.0,0.0,
CHE,U,2019,0.0,0.0,
CHE,U,2020,0.0,0.0,
CHE,U,2021,0.0,0.0,
CHE,U,2022,0.0,0.0,
CHE,_T,2015,647026.203,6953.437,93.05127852600089
CHE,_T,2016,100.42101319279078,7064.354,0.014215172851302579
CHE,_T,2017,663605.121,7069.334,93.87095319021566
CHE,_T,2018,689166.966,7096.45,97.11432702266627
CHE,_T,2019,697026.711,7173.169,97.17137725320566
CHE,_T,2020,677698.369,6907.858,98.10542848448823
CHE,_T,2021,724173.125,7107.728,101.88531764299366
CHE,_T,2022,769974.016,7235.967,106.40927688033956
CHE,_T,2023,783211.645,7358.256,106.43984729533737
CHL,A,2015,5805960.38616027,482.369803,12036.326382893978
CHL,A,2016,6767714.66580463,496.693718,13625.529014249845
CHL,A,2017,7154579.37165743,487.477683,14676.732127770923
CHL,A,2018,7439933.03635429,489.867414,15187.646338023804
CHL,A,2019,7797437.82684634,495.356213,15741.07202496386
CHL,A,2020,8141734.84635731,408.817635,19915.322014808167
CHL,A,2021,8393674.69027019,388.717454,21593.253927492
CHL,A,2022,8509323.31534706,398.255546,21366.49043764242
CHL,A,2023,9837467.03396736,388.001011,25354.23041453714
CHL,B,2015,13685742.7963274,235.969855997345,57997.84357405966
CHL,B,2016,13652323.2058312,204.767274242924,66672.38823345803
CHL,B,2017,17380764.582032,201.428684791193,86287.43517860636
CHL,B,2018,16825435.7283522,211.933268044881,79390.25280726142
CHL,BTE,2015,37010584.6462281,1008.527563,36697.64318204172
CHL,BTE,2016,37448983.5348123,958.97333,39051.12098874772
CHL,BTE,2017,41349642.2204235,967.002014,42760.65780812686
CHL,BTE,2018,40527026.8558444,977.532317,41458.50336715201
CHL,BTE,2019,39754199.5524498,979.342817,40592.73102571783
CHL,BTE,2020,48012203.5187029,910.437397,52735.31565916432
CHL,BTE,2021,60085812.030478,941.377966,63827.51052246107
CHL,BTE,2022,66209160.2191964,1018.171381,65027.52037104881
CHL,BTE,2023,64484747.7109524,1044.469162,61739.25478802446
CHL,BTNXL,2015,98339190.00696504,3774.557521,26053.170327872464
CHL,BTNXL,2016,103555284.57622305,3771.455793,27457.642422437122
CHL,BTNXL,2017,107747560.35788828,3754.703225,28696.691562856682
CHL,BTNXL,2018,139469709.50128517,3862.17227,36111.72670484871
CHL,BTNXL,2019,116879737.24028891,3894.224072,30013.613772425193
CHL,BTNXL,2020,111741882.0400545,3547.544733,31498.371535842307
CHL,BTNXL,2021,134022514.34342146,3729.855828,35932.35785075537
CHL,BTNXL,2022,149879987.3094755,4005.284928,37420.55559186313
CHL,BTNXL,2023,166166807.23635763,4084.102376,40686.249250956
CHL,C,2015,18605821.6151218,694.630355,26785.212424414996
CHL,C,2016,18608014.8025112,671.351054,27717.26459896375
CHL,C,2017,18687330.547929,677.454706,27584.619875574383
CHL,C,2018,18193729.7141321,680.659193,26729.57318616881
CHL,C,2019,17537426.888806,654.156723,26809.212948815017
CHL,C,2020,18105713.7320475,607.226035,29817.090652326027
CHL,C,2021,20423683.567023,622.820868,32792.22745475349
CHL,C,2022,24926685.7060976,656.774736,37953.17380493393
CHL,C,2023,26512463.7630625,664.55451,39895.09267353027
CHL,D,2015,3679490.54830964,40.3180283757053,91261.66870121096
CHL,D,2016,4044854.94124818,43.2331827350125,93559.03695640812
CHL,D,2017,4087172.91371354,43.0298884360763,94984.51105178443
CHL,D,2018,3999031.14076739,42.5740209382888,93931.25320636264
CHL,D_E,2015,4719020.23477887,77.9273520026551,60556.660960558314
CHL,D_E,2016,5188645.52646986,82.8550017570764,62623.20217773351
CHL,D_E,2017,5281547.09046245,88.118623208807,59936.78632435314
CHL,D_E,2018,5507861.41336014,84.9398559551191,64844.25187005743
CHL,E,2015,1039529.68646922,37.6093236269498,27640.21221919348
CHL,E,2016,1143790.58522165,39.6218190220639,28867.69495829346
CHL,E,2017,1194374.17674891,45.0887347727307,26489.414324201833
CHL,E,2018,1508830.27259275,42.3658350168303,35614.31686625202
CHL,F,2015,10498095.4082116,509.944898,20586.725054775623
CHL,F,2016,11522815.8550414,510.886004,22554.57335848527
CHL,F,2017,11574944.4780608,491.108524,23569.015629752743
CHL,F,2018,12252411.8694796,504.524046,24285.090010317566
CHL,F,2019,13270957.6669992,526.49599,25206.189446949444
CHL,F,2020,12022111.6176884,415.085838,28962.953001755748
CHL,F,2021,13798748.5681246,481.979461,28629.329016417567
CHL,F,2022,15428063.3471059,497.503887,31010.940316745502
CHL,F,2023,16698736.6368493,461.613206,36174.73768038018
CHL,GTI,2015,26607141.6841201,1682.261149,15816.296833542401
CHL,GTI,2016,28732511.14672,1716.188942,16742.044214103786
CHL,GTI,2017,29674024.2098811,1714.214603,17310.565525430367
CHL,GTI,2018,32283347.49128,1773.363556,18204.584943709084
CHL,GTI,2019,32960944.1101082,1778.492732,18533.077766948223
CHL,GTI,2020,30228044.2706288,1552.282244,19473.29126997912
CHL,GTI,2021,38767619.4858483,1613.402554,24028.485259140292
CHL,GTI,2022,40968661.6150925,1756.304121,23326.632970470895
CHL,GTI,2023,46906464.2919978,1834.20648,25573.16463738466
CHL,GTN,2015,67197300.5545403,2305.954577,29140.773727625907
CHL,GTN,2016,71437962.98811,2357.430437,30303.317487925524
CHL,GTN,2017,74365001.9726454,2358.397175,31532.00943460484
CHL,GTN,2018,77709805.5663249,2448.581007,31736.669256262387
CHL,GTN,2019,80725212.2912425,2450.623371,32940.68490757183
CHL,GTN,2020,79110781.7193899,2281.374229,34676.81045650573
CHL,GTN,2021,92384103.2108111,2373.885742,38916.82804117499
CHL,GTN,2022,102317179.153732,2576.908673,39705.39593652569
CHL,GTN,2023,113460732.050455,2648.490326,42839.77590426547
CHL,GTNXL,2015,51798851.186785705,2256.08506,22959.618014927906
CHL,GTNXL,2016,56141460.31017363,2301.596459,24392.39949759309
CHL,GTNXL,2017,59067102.93255148,2296.592687,25719.450935685873
CHL,GTNXL,2018,74868072.65207276,2380.115907,31455.641480267102
CHL,GTNXL,2019,64603643.29498972,2388.385265,27049.088035212662
CHL,GTNXL,2020,60547926.9047894,2222.021498,27249.0284001696
CHL,GTNXL,2021,72927810.55112566,2306.498401,31618.409325368382
CHL,GTNXL,2022,77234776.37878011,2489.60966,31022.845717420663
CHL,GTNXL,2023,81955314.17779832,2578.020008,31790.022545782474
CHL,GTU,2015,92180974.95979844,4346.998419,21205.661027363363
CHL,GTU,2016,94426295.50457254,4397.626302,21472.105408690215
CHL,GTU,2017,95867975.97116952,4490.795008,21347.662451834967
CHL,GTU,2018,122130075.37672666,4648.989159000001,26270.24310011445
CHL,GTU,2019,124116300.64675,4742.554591,26170.768994897164
CHL,GTU,2020,115693890.3550179,4402.482654,26279.238204357476
CHL,GTU,2021,132778606.37533715,4479.838312,29639.151488942658
CHL,GTU,2022,139510817.17397144,4809.685998999999,29006.221446260253
CHL,GTU,2023,141100494.7846646,4993.025104,28259.520400093024
CHL,J,2015,4611531.19490845,131.949633,34949.17787992976
CHL,J,2016,4660477.79652981,128.872403,36163.50504870938
CHL,J,2017,4667216.95628543,137.790148,33871.92062733999
CHL,J,2018,5274467.70115824,154.262941,34191.411540366265
CHL,J,2019,5459965.26115563,136.633839,39960.56395045469
CHL,J,2020,5394732.38831679,138.983383,38815.66466342807
CHL,J,2021,6086650.05147292,180.920239,33642.72612680397
CHL,J,2022,6846897.87854367,182.54472,37508.057634007
CHL,J,2023,7295305.70955554,167.50241,43553.43728818911
CHL,K,2015,7495246.07191566,176.224092,42532.47093998736
CHL,K,2016,7857661.86411541,169.097122,46468.335895837474
CHL,K,2017,8123117.2236876,153.030408,53081.71970427995
CHL,K,2018,8373439.08141646,163.91433,51084.24066045025
CHL,K,2019,8152322.11502859,172.471834,47267.55624937919
CHL,K,2020,9397070.60737318,175.963089,53403.64653051289
CHL,K,2021,8364925.00243651,162.984162,51323.545182485344
CHL,K,2022,8678742.40173577,168.151094,51612.76204207015
CHL,K,2023,9520904.95223468,182.666212,52121.87217324395
CHL,L,2015,11922080.5113984,49.869517,239065.48987427328
CHL,L,2016,12879911.6744676,55.833978,230682.32169428444
CHL,L,2017,14174080.5441185,61.804488,229337.3993182906
CHL,L,2018,14630325.6721767,68.4651,213690.26952676178
CHL,L,2019,15533592.6425033,62.238106,249583.31223163026
CHL,L,2020,16195947.0028082,59.352731,272876.18833930657
CHL,L,2021,18300845.2036923,67.387341,271576.90052931895
CHL,L,2022,20750298.2128279,87.299013,237692.24301342212
CHL,L,2023,22300436.2614705,70.470318,316451.47764865344
CHL,LTN,2015,28483381.603596,315.519703,90274.49421628036
CHL,LTN,2016,30187312.1807449,343.27197,87939.92757621573
CHL,LTN,2017,31900643.5827913,353.362016,90277.51183871245
CHL,LTN,2018,31778551.2924702,357.04018,89005.53235344605
CHL,LTN,2019,34151980.80495,363.024966,94076.1214889832
CHL,LTN,2020,34090934.4530711,414.145513,82316.31970638085
CHL,LTN,2021,39164908.6710534,416.578787,94015.60975560045
CHL,LTN,2022,45822877.2583605,469.908738,97514.41833873813
CHL,LTN,2023,49738057.0966673,464.115224,107167.47592978613
CHL,M,2015,10429910.9513603,79.3915195156861,131373.11157395807
CHL,M,2016,10605371.7060099,83.4383500289603,127104.28360974207
CHL,M,2017,10639934.5022189,80.6990583850532,131847.07126879675
CHL,M,2018,10486105.1060835,83.0945593025054,126194.84589729727
CHL,M69,2015,1857062.53719837,15.6017732096648,119028.94063656681
CHL,M69,2016,1612199.6518947,14.2555208797879,113093.00203688433
CHL,M69,2017,1579811.95992475,14.9420301285864,105729.40533042609
CHL,M69,2018,1778286.22022631,13.5290644457639,131441.92101051827
CHL,M69T71,2015,7528823.63570488,62.7529611037611,119975.59164190006
CHL,M69T71,2016,7324835.1361747,64.7540181808953,113117.84723091952
CHL,M69T71,2017,6709673.36969992,62.2970443792087,107704.52172429606
CHL,M69T71,2018,7540689.91721605,65.8406285141848,114529.43398909798
CHL,M69_70,2015,4399757.23893129,35.930139511373,122453.1075794635
CHL,M69_70,2016,4784381.96291018,39.1286404427619,122273.14593025185
CHL,M69_70,2017,3959105.64507833,34.7751107236108,113848.8293120018
CHL,M69_70,2018,4750131.00494005,39.5382918458352,120140.01574629
CHL,M70,2015,2542694.70173292,20.3283663017082,125081.11394663606
CHL,M70,2016,3172182.31101548,24.873119562974,127534.55805911755
CHL,M70,2017,2379293.68515358,19.8330805950244,119965.91622536351
